"qid","annotator","n_words","question_bn","paraphrase","pii_removed","notes"
"prot_0076_03","Sorup","170","আমি বর্তমানে একটা চার্টার্ড অ্যাকাউনট্যান্সি (সিএ) প্রতিষ্ঠানে শিক্ষানবিশ হিসেবে কাজ করছি। আমরা দুই ভাই ও পাঁচ বোন। আমার বাবা মারা যাওয়ার আগে তাঁর ভাতিজা মানে আমার চাচাতো ভাইয়ের সঙ্গে সম্পত্তির এক জটিল হিসাব রেখে যান। চাচাতো ভাইয়ের সম্পত্তির দুই পাশে আমাদের সম্পত্তি ছিল। কিন্তু তিনি তাঁর সম্পত্তি বিক্রি করে দেন। ওই ক্রেতা দুই দিকে আমাদের সম্পত্তি থাকায়, তা কিনতে অসম্মতি জানান। আমার বাবা তাঁর ভাতিজাকে ছোটবেলা থেকে খুবই ভালোবাসতেন। তাই তিনি তাঁর ভাতিজাকে নিজের সম্পত্তি অর্থাৎ এক পাশের আড়াই শতাংশ তাঁকে লিখে দেন কিন্তু ভাতিজার কাছ থেকে আড়াই শতাংশ লিখে নেননি। কথা ছিল, সম্পত্তি এজবদল করা হবে। কিন্তু বাবার ভাতিজা আমাদের সম্পত্তি আড়াই শতাংশ বিক্রি করে দিয়েছেন। কিন্তু এজবদলের আড়াই শতাংশ এখনো তিনি দেননি। ওই আড়াই শতাংশ জমি বিক্রির বায়না বাবদ দাম ধরা ছিল ৫০ হাজার টাকা, কিন্তু বর্তমানে জমির মূল্য বেশি হওয়ায় তিনি জমি না দিয়ে বায়না টাকা ফেরত দিতে চান। বিভিন্ন সময় তিনি ভয়ভীতি প্রদর্শন করেন এবং বলেন, তিনি আমাদের সম্পত্তি নেননি। দখল করা জায়গায় তিনি ঘর নির্মাণ করে আছেন। এ ব্যাপারে আমরা আইনের কী সহায়তা পেতে পারি?","আমি এখন একটা চার্টার্ড অ্যাকাউন্ট্যান্সি (সিএ) ফার্মে শিক্ষানবিশ হিসেবে কাজ করছি। আমরা দুই ভাই, পাঁচ বোন। বাবা মারা যাওয়ার আগে তাঁর ভাতিজা, মানে আমার চাচাতো ভাইয়ের সঙ্গে সম্পত্তির একটা জটিল হিসাব রেখে গেছেন। চাচাতো ভাইয়ের জমির দুই পাশে আমাদের জমি ছিল। কিন্তু তিনি তাঁর জমি বিক্রি করে দেন। দুই দিকে আমাদের জমি থাকায় ওই ক্রেতা সেটা কিনতে রাজি হননি। বাবা ছোটবেলা থেকেই ভাতিজাকে খুব ভালোবাসতেন। তাই তিনি নিজের এক পাশের আড়াই শতাংশ জমি ভাতিজার নামে লিখে দেন, কিন্তু ভাতিজার কাছ থেকে আড়াই শতাংশ লিখে নেননি। কথা ছিল, জমি এওয়াজ বদল করা হবে। কিন্তু বাবার ভাতিজা আমাদের ওই আড়াই শতাংশ জমি বেচে দিয়েছেন, অথচ বদলের আড়াই শতাংশ এখনো দেননি। ওই আড়াই শতাংশ জমি বিক্রির বায়না বাবদ দাম ধরা হয়েছিল ৫০ হাজার টাকা, কিন্তু এখন জমির দাম বেড়ে যাওয়ায় তিনি জমি না দিয়ে বায়নার টাকা ফেরত দিতে চাইছেন। মাঝেমধ্যেই তিনি ভয়ভীতি দেখান, আর বলেন তিনি নাকি আমাদের কোনো সম্পত্তি নেননি। দখল করা জায়গায় তিনি ঘর তুলে আছেন। এ ব্যাপারে আমরা আইনের কী সাহায্য পেতে পারি?","no","The land-swap story is confusing in the original; paraphrased closely without resolving it"
"prot_0077_07","Sorup","144","আমার বাবার দুই ভাই। আমরাও দুই ভাই। আমি ফেনী সরকারি বিশ্ববিদ্যালয়ে পড়ছি। আমাদের পদবি আমার দাদুর (বাবার বাবা) পদবি থেকে ভিন্ন হয়েছে। যখন মাধ্যমিক বিদ্যালয়ে পড়াশোনা করি, তখন সনদপত্রে ভুলের কারণে এটা হয়েছিল। তারপর জাতীয় পরিচয়পত্র ও সনদপত্র অনুসারে করা হয়েছে এবং মা-বাবারও আমাদের অনুসারে পরিচয়পত্র করা হয়েছে। কিন্তু দাদুদের আগের পদবি অনুসারে জাতীয় পরিচয়পত্র হয়েছে। এখন প্রশ্ন হলো—পড়াশোনা শেষে চাকরির জন্য জীবনবৃত্তান্তসংক্রান্ত কোনো সমস্যা হবে কি না? দাদুর মৃত্যুর পর জমির ভাগবাটোয়ারা সম্পর্কে কোনো সমস্যা হবে কি না? আমার বাবা নতুন জাতীয় পরিচয়পত্র হওয়ার আগে অর্থাৎ আগের পদবি অনুসারে সামান্য পরিমাণ জমি কিনেছিলেন এবং বর্তমান পদবি অনুসারে কিছুটা জমি কিনতে যাচ্ছেন। এমন পরিস্থিতির জন্য পরবর্তী সময় ওই দুই ধরনের জমি নিয়ে কোনো সমস্যা হবে কি না? আমাকে অনেকে বলেছে, কোর্টে এফিডেভিট করতে। এটি করলে কি সব সমস্যার সমাধান হবে? এটির সুবিধা বা কী? আর এটি করতে কেমন খরচ হতে পারে? নাম প্রকাশে অনিচ্ছুক","আমার বাবার দুই ভাই। আমরাও দুই ভাই। আমি একটা সরকারি বিশ্ববিদ্যালয়ে পড়ি। আমাদের পদবি আমার দাদুর (বাবার বাবা) পদবি থেকে আলাদা হয়ে গেছে। মাধ্যমিক স্কুলে পড়ার সময় সার্টিফিকেটে ভুল হওয়ায় এমনটা হয়েছে। পরে জাতীয় পরিচয়পত্রও সার্টিফিকেট অনুযায়ী করা হয়েছে, আর মা-বাবার পরিচয়পত্রও আমাদের পদবি মিলিয়ে করা হয়েছে। কিন্তু দাদুদের পরিচয়পত্র হয়েছে আগের পদবিতেই। এখন প্রশ্ন হলো, পড়াশোনা শেষে চাকরির জন্য বায়োডাটা দিতে গেলে কি কোনো সমস্যা হবে? দাদু মারা যাওয়ার পর জমি ভাগাভাগিতে কি কোনো ঝামেলা হবে? নতুন জাতীয় পরিচয়পত্র হওয়ার আগে, মানে আগের পদবিতে বাবা অল্প কিছু জমি কিনেছিলেন, আর এখনকার পদবিতে আরও কিছু জমি কিনতে যাচ্ছেন। এমন অবস্থায় পরে ওই দুই রকম জমি নিয়ে কি কোনো সমস্যা হবে? অনেকে বলছে কোর্টে গিয়ে এফিডেভিট করে নিতে। এটা করলে কি সব সমস্যা মিটে যাবে? এর সুবিধাটা কী? আর এটা করতে খরচ কেমন পড়তে পারে?","yes","Replaced the university's name with a generic stand-in"
"prot_0078_04","Sorup","148","আমার বিয়ে হয়েছে সাত বছর হলো। একটি সন্তান আছে। বয়স পাঁচ বছর। দুই মাস হলো আমার স্বামী দ্বিতীয় বিয়ে করেছে। এখন আমার স্বামীর কথাবার্তা, চালচলন আগের মতো নেই। তাকে আমি অনেকবার জিজ্ঞেস করেছি দ্বিতীয় বিয়ের ব্যাপারে। কিন্তু সে স্বীকার করেনি। আমাদের গ্রামে এলাকাবাসীর মুখে মুখে রটে গেছে তার দ্বিতীয় বিয়ের কথা। আমার স্বামী অস্বীকার করলেও বিষয়টি সত্য। বিশ্বস্ত সূত্রে তার দ্বিতীয় স্ত্রীর বাবার বাড়ি খুঁজে বের করা হয়েছে। সে বর্তমানে তার বাবার বাড়িতে থাকে। আমার স্বামী দ্বিতীয় বিয়ে করেছে, এটা মেনে নেওয়া আমার পক্ষে অসম্ভব। তার সঙ্গে সংসার করার কোনো ইচ্ছে আমার নেই। বিষয়টি আমি আমার বাবাকে জানিয়েছি। এক সপ্তাহ হলো আমি আমার বাবার বাড়িতে এসেছি। এখন আমি তার বিরুদ্ধে মামলা করতে চাই। তাকে এর পরিণাম বুঝিয়ে দিতে চাই। মামলা করব, তা করতে পারছি না। আমার কাছে কোনো প্রমাণ নেই। তার দ্বিতীয় বিয়ের কাবিননামা না পেলে কীভাবে মামলা করব? এখন আমি কীভাবে আইনের আশ্রয় নিতে পারি?নাম-ঠিকানা প্রকাশে অনিচ্ছুক","সাত বছর হলো আমার বিয়ে হয়েছে, পাঁচ বছরের একটা বাচ্চা আছে। দুই মাস আগে আমার স্বামী দ্বিতীয় বিয়ে করেছে। এখন তার কথাবার্তা, চালচলন আগের মতো নেই। দ্বিতীয় বিয়ের কথা তাকে অনেকবার জিজ্ঞেস করেছি, কিন্তু সে স্বীকার করেনি। অথচ আমাদের গ্রামে লোকের মুখে মুখে তার দ্বিতীয় বিয়ের কথা ছড়িয়ে গেছে। স্বামী অস্বীকার করলেও ঘটনা সত্যি। বিশ্বস্ত একজনের মাধ্যমে তার দ্বিতীয় বউয়ের বাপের বাড়ি খুঁজে বের করা হয়েছে, মেয়েটা এখন সেখানেই থাকে। স্বামী আরেকটা বিয়ে করেছে, এটা মেনে নেওয়া আমার পক্ষে অসম্ভব। তার সঙ্গে সংসার করার আর কোনো ইচ্ছা আমার নেই। ব্যাপারটা আমি বাবাকে জানিয়েছি। এক সপ্তাহ হলো বাবার বাড়িতে চলে এসেছি। এখন আমি তার বিরুদ্ধে মামলা করতে চাই, তাকে এর ফল বুঝিয়ে দিতে চাই। মামলা করব ভাবছি, কিন্তু পারছি না, কারণ আমার হাতে কোনো প্রমাণ নেই। দ্বিতীয় বিয়ের কাবিননামা না পেলে মামলা করব কীভাবে? এখন আমি কীভাবে আইনের আশ্রয় নিতে পারি?","no",""
"prot_0081_02","Sorup","111","আমার ছোট বোন বিদেশে থাকেন। রাজশাহী শহরে তাঁর ০.০৭৪২৫ একর জমি আছে। এ জমিতে বাড়ি তৈরির যাবতীয় কাজ করার জন্য সে আমাকে লিখিতভাবে ক্ষমতা দিয়েছে। সে অনুযায়ী আমি কাজ করছি। বাড়িটিতে কয়েক দিনের মধ্যে প্রথম তলার ছাদের কাজ শেষ হবে। বাড়িটি পূর্ব-পশ্চিমে লম্বা। এর দক্ষিণ দিকে ফাঁকা দুটি বাড়ি আছে। সমস্যা হলো, এ দুটি বাড়ির মধ্যে একটি বাড়ির দেয়ালের ভেতর লাগানো একটি নারকেলগাছ বাঁকা হয়ে আমাদের জমির ভেতরে এসে গেছে। এ কারণে আমাদের বাড়ির একতলা ছাদ কোনো রকম দেওয়া গেলেও দোতলা পর্যন্ত ওঠানো যাবে না। গাছে ঠেকে যাবে। বাড়ির মালিকদের গাছ সরানোর কথা বললে, তাঁরা সরাবেন না বলে জানিয়ে দিয়েছেন। আমার বোনের অনুপস্থিতিতে এর সমাধান আমি কীভাবে করতে পারি?মোহাম্মদ শাজাহান আলীরাজশাহী","আমার ছোট বোন বিদেশে থাকে। শহরে তার ০.০৭৪২৫ একর জমি আছে। ওই জমিতে বাড়ি বানানোর সব কাজ করার জন্য সে আমাকে লিখিতভাবে ক্ষমতা দিয়েছে। সেই মতোই আমি কাজ করাচ্ছি। কয়েক দিনের মধ্যেই বাড়ির একতলার ছাদের কাজ শেষ হবে। বাড়িটা পূর্ব-পশ্চিমে লম্বা। এর দক্ষিণ পাশে ফাঁকা দুটো বাড়ি আছে। সমস্যা হলো, ওই দুটো বাড়ির একটার দেয়ালের ভেতরে লাগানো একটা নারকেলগাছ বাঁকা হয়ে আমাদের জমির ভেতরে ঢুকে এসেছে। এজন্য আমাদের একতলার ছাদ কোনোরকমে দেওয়া গেলেও দোতলা পর্যন্ত তোলা যাবে না, গাছে গিয়ে ঠেকবে। বাড়ির মালিকদের গাছটা সরাতে বললে তাঁরা সাফ জানিয়ে দিয়েছেন, সরাবেন না। বোন দেশে না থাকায় এর সমাধান আমি কীভাবে করতে পারি?","yes","Removed signature (name and district) and the city name"
"prot_0082_04","Sorup","88","ছয় বছর বয়সে আমার মা মারা যাওয়ার পর বাবা আমার খালাকে বিয়ে করেন। আমি অনার্স তৃতীয় বর্ষে পড়ি। কিছুদিন আগে আমার বাবা মারা যান। তিনি সরকারি চাকরি করতেন। তাঁর মৃত্যুর পর পেনশন, এককালীন, কল্যাণ তহবিল—সবকিছুই খালা পাচ্ছেন। আমরা দুই ভাই চাচার কথামতো অফিসের কাগজপত্রে সই করেছিলাম। কিন্তু এখন আমাদের কিছুই দেওয়া হয় না। আব্বার একজন সহকর্মী বলছিলেন, তোমরাও এর সবকিছু আইনগতভাবে পাবে। কারণ তোমার বাবা তোমার খালার নামে নমিনি করে যাননি। কিন্তু খালা দেওয়া তো দূরের কথা, স্বাক্ষর দেওয়ার পরে বিভিন্নভাবে ভয় দেখান। এখন আমরা কী করতে পারি?সাব্বিরনাটোর","আমার ছয় বছর বয়সে মা মারা যাওয়ার পর বাবা আমার খালাকে বিয়ে করেন। আমি এখন অনার্স থার্ড ইয়ারে পড়ি। কিছুদিন আগে বাবা মারা গেছেন। তিনি সরকারি চাকরি করতেন। তাঁর মৃত্যুর পর পেনশন, এককালীন টাকা, কল্যাণ তহবিল, সবকিছুই খালা পাচ্ছেন। চাচার কথামতো আমরা দুই ভাই অফিসের কাগজপত্রে সই করে দিয়েছিলাম। কিন্তু এখন আমাদের কিছুই দেওয়া হচ্ছে না। বাবার এক সহকর্মী বলছিলেন, আইন অনুযায়ী তোমরাও এসব কিছু পাবে, কারণ তোমার বাবা খালার নামে নমিনি করে যাননি। কিন্তু খালা দেওয়া তো দূরের কথা, সই নেওয়ার পর থেকে নানাভাবে ভয় দেখাচ্ছেন। এখন আমরা কী করতে পারি?","yes","Removed signature (name and district)"
"prot_0083_05","Sorup","140","২০০১ সালে বিয়ে করি। এরপর অপরিকল্পিতভাবে একটি সন্তানের জন্ম হয়। বিয়ের পর বেশ টানাপোড়েনের মধ্য দিয়ে দীর্ঘ সময় কেটেছে। তার সঙ্গে শুরু থেকেই আমার মনের মিল ছিল না। তাই সম্পর্কের উন্নতি কখনোই ঘটেনি। অবশেষে ২০০৯ সালে তার অনুমতি ছাড়াই আদালতের মাধ্যমে দ্বিতীয় বিয়ে করি। ওই সময় প্রথম স্ত্রী সন্তানদের নিয়ে আমাদের বাড়িতে অবস্থান করছিল। আর আমি কাজের জন্য দূরে ছিলাম। কিন্তু সে আমার দ্বিতীয় বিয়ের খবর পেয়ে স্বাভাবিক নিয়মেই আমার কাছে চলে আসে। একপর্যায়ে তাকে সন্তানসহ আমার গ্রামের বাড়ি পাঠিয়ে দিই। সে গত ফেব্রুয়ারি মাসে সেখান থেকে আমার অজান্তে দুই সন্তানকে নিয়ে চলে যায়। কিছুদিন ফোনে যোগাযোগ ছিল এবং টাকা-পয়সাও পাঠিয়েছি। বর্তমানে সে যোগাযোগ বন্ধ করে দিয়েছে। তার বক্তব্য, সে ওই দুই সন্তান আমাকে দেবে না এবং সে ফিরেও আসবে না। আমি শুধু আমার সন্তানদের ফেরত চাই। কীভাবে আইনের সহায়তায় তা সম্ভব? আমি তালাকনামা পাঠাতে পারব কি না।নাম প্রকাশে অনিচ্ছুক","২০০১ সালে বিয়ে করি। এরপর পরিকল্পনা ছাড়াই একটা বাচ্চা হয়ে যায়। বিয়ের পর অনেকটা সময় বেশ টানাপোড়েনের মধ্যে কেটেছে। শুরু থেকেই তার সঙ্গে আমার মনের মিল ছিল না, তাই সম্পর্কটা কখনো ভালো হয়নি। শেষে ২০০৯ সালে তার অনুমতি না নিয়েই কোর্টের মাধ্যমে আমি দ্বিতীয় বিয়ে করি। তখন প্রথম বউ বাচ্চাদের নিয়ে আমাদের বাড়িতেই থাকত, আর আমি কাজের জন্য দূরে ছিলাম। কিন্তু আমার দ্বিতীয় বিয়ের খবর পেয়ে স্বাভাবিকভাবেই সে আমার কাছে চলে আসে। একপর্যায়ে আমি তাকে বাচ্চাসহ গ্রামের বাড়িতে পাঠিয়ে দিই। গত ফেব্রুয়ারিতে আমাকে না জানিয়ে সে সেখান থেকে দুই বাচ্চাকে নিয়ে চলে যায়। কিছুদিন ফোনে যোগাযোগ ছিল, টাকাপয়সাও পাঠিয়েছি। এখন সে যোগাযোগ বন্ধ করে দিয়েছে। তার কথা, দুই বাচ্চাকে সে আমাকে দেবে না, আর নিজেও ফিরে আসবে না। আমি শুধু আমার বাচ্চাদের ফেরত চাই। আইনের সাহায্যে সেটা কীভাবে সম্ভব? আর আমি কি তাকে তালাকনামা পাঠাতে পারব?","no","Original says one child was born, later mentions two children; kept as written"
"prot_0084_05","Sorup","68","আমার প্রকৃত জন্ম ১৯৯৪ সালে। এখন আমি নবম শ্রেণীতে পড়ি। সামনে আমার রেজিস্ট্রেশন। আমার মায়ের বাড়ি কুমিল্লায়। বাবার বাড়ি ময়মনসিংহে। আমরা সপরিবারে চট্টগ্রামে থাকি। আমার মামা আমার জন্মনিবন্ধন কুমিল্লায় করে দেন। যে কারণে তিনি প্রকৃত জন্মসাল না জেনে ১৯৯৭ লিখে দেন। প্রাথমিক বিদ্যালয় থেকে উচ্চবিদ্যালয়ে যে ভর্তি সনদপত্র জমা দিয়েছিলাম তাতে ১৯৯৪ সালই লেখা আছে। এখন আমি কি রেজিস্ট্রেশনের সময় ১৯৯৪ সাল উল্লেখ করব, নাকি জন্মনিবন্ধন ১৯৯৭ লিখব?","আমার আসল জন্ম ১৯৯৪ সালে। এখন ক্লাস নাইনে পড়ি, সামনে রেজিস্ট্রেশন। মায়ের বাড়ি এক জেলায়, বাবার বাড়ি আরেক জেলায়, আর আমরা পুরো পরিবার থাকি অন্য একটা শহরে। মামা আমার জন্মনিবন্ধনটা মায়ের বাড়ির জেলায় করে দিয়েছিলেন। আসল জন্মসাল না জানায় তিনি সেখানে লিখে দেন ১৯৯৭। অথচ প্রাইমারি স্কুল থেকে হাইস্কুলে ভর্তির সময় যে সার্টিফিকেট জমা দিয়েছিলাম, তাতে ১৯৯৪ সালই লেখা আছে। এখন রেজিস্ট্রেশনের সময় আমি ১৯৯৪ লিখব, নাকি জন্মনিবন্ধনের ১৯৯৭ লিখব?","yes","Replaced three district/city names with generic stand-ins"
"prot_0085_04","Sorup","108","আমার বয়স ১৬। আমরা দুই ভাই এক বোন। আমার বাবা দুটি বিয়ে করেছেন। আমার মা তাঁর দ্বিতীয় স্ত্রী। আমি আমার মায়ের প্রথম সন্তান। আমার মায়ের কাছে শোনা—আমার জন্মের পর আমার বাবা তাঁর সব সম্পত্তি প্রথম স্ত্রীর নামে হেবা দলিল করে দিয়েছেন। এখন আমার বাবার নামে কোনো সম্পত্তি নেই। আমার বাবাকে মা আমাদের সম্পত্তির কথা বললে তিনি বলেন, ‘আমার কাছ থেকে কিছু পাওয়ার আশা করো না। আমার কাছ থেকে খাওয়া-পরা ছাড়া আর কিছুই পাবে না।’ আমরা কি বাবার কোনো সম্পত্তিই পাব না? বাবার মৃত্যুর পর কি কোনো সম্পত্তি পাওয়ার সম্ভাবনা আছে? বা আমার জন্মের পর যে হেবা দলিল করা হয়েছে, তার কি কোনো মূল্য থাকবে আমার বাবার মৃত্যুর পর?","আমার বয়স ১৬। আমরা দুই ভাই, এক বোন। বাবা দুটো বিয়ে করেছেন, আমার মা তাঁর দ্বিতীয় বউ। আমি মায়ের প্রথম সন্তান। মায়ের কাছে শুনেছি, আমার জন্মের পর বাবা তাঁর সব সম্পত্তি হেবা দলিল করে প্রথম বউয়ের নামে দিয়ে দিয়েছেন। এখন বাবার নামে আর কোনো সম্পত্তি নেই। মা আমাদের সম্পত্তির কথা তুললে বাবা বলেন, ‘আমার কাছে কিছু পাওয়ার আশা কোরো না। খাওয়া-পরা ছাড়া আমার কাছ থেকে আর কিছুই পাবে না।’ তাহলে কি আমরা বাবার কোনো সম্পত্তিই পাব না? বাবা মারা যাওয়ার পর কি কিছু পাওয়ার সুযোগ আছে? আর আমার জন্মের পর যে হেবা দলিল করা হয়েছে, বাবার মৃত্যুর পর কি সেটার কোনো দাম থাকবে?","no",""
"prot_0086_04","Sorup","142","মাসখানেক পর আমার দ্বিতীয় বিয়ে হবে। প্রথম ঘরের আমার দুই মেয়ে আছে। বড় মেয়ের বয়স নয় বছর। মাদ্রাসায় লেখাপড়া করে এবং দ্বিতীয় মেয়ের বয়স দেড় বছর। আমার আগের স্বামী সম্পর্কে আমার ফুফাতো ভাই ছিল। আমি শ্বশুরবাড়ির মানুষের কাছে লাঞ্ছিত ও হেয়প্রতিপন্ন হতাম। ছোটখাটো বিষয় নিয়ে আমাকে মানসিক নির্যাতন করত। ছোট মেয়ের বয়স ছয় মাস পূর্ণ হওয়ার পর পরিবারের সঙ্গে ঝগড়া হয়। এরপর থেকে আমার সঙ্গে আমার আগের স্বামী যোগাযোগ রাখেনি। মেয়েদের জন্য মানুষের মাধ্যমে খাবার পাঠাত। আমি আর ওই পরিবারে ফিরে যেতে চাই না এবং দ্বিতীয় বিয়ে করতে চাইছি। আমার দ্বিতীয় বিয়ে যার সঙ্গে হবে, সে দুই মেয়ের ভরণপোষণ দিতে চায়। আমার প্রথম স্বামীর পরিবারে আমার দুই মেয়েকে দেখাশোনা করার মতো কেউ নেই। মেয়েদের বাবা মেয়েদের খুবই ভালোবাসে। কিন্তু ভরণপোষণ দিতে পারবে না, দেখাশোনাও করতে পারবে না। আমার দুই মেয়েকে আমার কাছে রাখতে চায়। কীভাবে আমার দুই মেয়েকে আমার কাছে রাখতে পারব?","মাসখানেক পরে আমার দ্বিতীয় বিয়ে। প্রথম সংসারের দুটো মেয়ে আছে আমার। বড় মেয়ের বয়স নয়, মাদ্রাসায় পড়ে, আর ছোটটার বয়স দেড় বছর। আমার আগের স্বামী সম্পর্কে আমার ফুফাতো ভাই ছিল। শ্বশুরবাড়ির লোকজনের কাছে আমি অপমান আর অবহেলার শিকার হতাম। ছোটখাটো ব্যাপারেও তারা আমাকে মানসিক যন্ত্রণা দিত। ছোট মেয়ের বয়স ছয় মাস হওয়ার পর ওই পরিবারের সঙ্গে ঝগড়া হয়। তারপর থেকে আগের স্বামী আমার সঙ্গে আর যোগাযোগ রাখেনি, শুধু লোক মারফত মেয়েদের জন্য খাবার পাঠাত। আমি আর ওই সংসারে ফিরতে চাই না, দ্বিতীয় বিয়ে করতে চাই। যার সঙ্গে আমার বিয়ে হবে, সে দুই মেয়ের ভরণপোষণ দিতে রাজি। আগের স্বামীর পরিবারে আমার দুই মেয়েকে দেখাশোনা করার মতো কেউ নেই। মেয়েদের বাবা মেয়েদের খুব ভালোবাসে, কিন্তু খরচও দিতে পারবে না, দেখাশোনাও করতে পারবে না। দুই মেয়েকে আমার কাছে রাখতে চায়। আমি কীভাবে দুই মেয়েকে আমার কাছে রাখতে পারব?","no","One sentence has no clear subject (who wants to keep the daughters with the mother); kept ambiguous as in the original"
"prot_0087_05","Sorup","65","একটি বাড়িতে চার ভাই আলাদাভাবে বসবাস করতেন। তাঁদের নাম যথাক্রমে ক, খ, গ ও ঘ। একসময় ‘খ’ তাঁর স্ত্রী ও এক মেয়ে রেখে মারা যান। পরবর্তী সময়ে তাঁর বিধবা স্ত্রী অবিবাহিত দেবর ‘গ’-এর সঙ্গে বিবাহবন্ধনে আবদ্ধ হন। প্রশ্ন হলো, প্রয়াত ‘খ’-এর অন্য ওয়ারিশ তথা ভাই-ভাতিজারা তাঁর রেখে যাওয়া সম্পদের কোনো অংশ ইসলামি শরিয়া মোতাবেক পাবেন কি না, পেলে কী হারে পাবেন? এ সংক্রান্ত বিধিবিধান কী?","একই বাড়িতে চার ভাই আলাদা আলাদা থাকতেন, তাঁদের নাম ধরা যাক ক, খ, গ আর ঘ। একসময় ‘খ’ তাঁর বউ আর এক মেয়ে রেখে মারা যান। পরে তাঁর বিধবা বউ অবিবাহিত দেবর ‘গ’-কে বিয়ে করেন। প্রশ্ন হলো, মারা যাওয়া ‘খ’-এর রেখে যাওয়া সম্পত্তিতে তাঁর অন্য ওয়ারিশরা, মানে ভাই-ভাতিজারা, ইসলামি শরিয়া অনুযায়ী কোনো ভাগ পাবেন কি না? পেলে কী হারে পাবেন? এ ব্যাপারে নিয়মকানুন কী?","no",""
"prot_0088_04","Sorup","113","আমার বয়স ২৫ বছর। আমার আব্বা দুই বিয়ে করেন। প্রথম স্ত্রী মারা যাওয়ার পর দ্বিতীয় বিয়ে করেন। আমি দ্বিতীয় পক্ষের ছেলে। আমরা তিন ভাই, তিন বোন। আমার বাবা ১৯৯৮ সালে তিন বোনের নামে ৭২ শতাংশ জমি দেন। তারপর ২০০৮ সালে ওই জমি খারিজ করে আমার বোনদের নাবালক দেখিয়ে, অর্থাত্ বোনদের বয়স তখন ১৬ বছর, ১২ বছর ও ১০ বছর দেখিয়ে এই জমির ৫৪ শতাংশ আমাদের তিন ভাইয়ের নামে বিক্রি করে দেন। ভবিষ্যতে আমার বোনেরা বিয়ের পর তাদের স্বামীরা এই দলিলের ব্যাপারে আইনগত ব্যবস্থা নিতে পারবেন কি? আর আমার বাবা আরও বেশ কিছু জমি আমাদের হেবা দলিল করে দেন। এই হেবা দলিলের বিপক্ষে ভবিষ্যতে তাঁর আগের সংসারের ছেলেরা কোনো দাবি করতে পারবে কি?মো. হাসানগাজীপুর","আমার বয়স ২৫। আমার আব্বা দুটো বিয়ে করেছেন। প্রথম বউ মারা যাওয়ার পর তিনি দ্বিতীয় বিয়ে করেন। আমি দ্বিতীয় ঘরের ছেলে। আমরা তিন ভাই, তিন বোন। ১৯৯৮ সালে বাবা তিন বোনের নামে ৭২ শতাংশ জমি দেন। তারপর ২০০৮ সালে ওই জমির খারিজ করিয়ে বোনদের নাবালক দেখিয়ে, মানে তখন বোনদের বয়স ১৬, ১২ আর ১০ বছর দেখিয়ে, সেখান থেকে ৫৪ শতাংশ জমি আমাদের তিন ভাইয়ের নামে বিক্রি করে দেন। ভবিষ্যতে বোনদের বিয়ে হলে তাদের স্বামীরা কি এই দলিল নিয়ে আইনি ব্যবস্থা নিতে পারবে? এছাড়া বাবা আরও বেশ কিছু জমি হেবা দলিল করে আমাদের দিয়েছেন। ভবিষ্যতে তাঁর আগের সংসারের ছেলেরা কি এই হেবা দলিলের বিরুদ্ধে কোনো দাবি তুলতে পারবে?","yes","Removed signature (name and district)"
